"RowNumber","Institution Name","Main Office","Branch Name","Branch Number","Established Date","Acquired Date","Street Address","City","County","State","Zipcode","Latitude","Longitude","2010 Deposits","2011 Deposits","2012 Deposits","2013 Deposits","2014 Deposits","2015 Deposits","2016 Deposits"
"126","JPMorgan Chase Bank","0","Brownsville Branch","486","1903-06-29","1992-06-20","1697 Pitkin Avenue","Brooklyn","Kings","NY","11212","40.669710000000002","-73.910579999999996","26608","30392","31188","33872","34058","35972","40730"
"127","JPMorgan Chase Bank","0","Bushwick Branch","487","1904-07-01","1992-06-20","819 Grand Street","Brooklyn","Kings","NY","11211","40.712000000000003","-73.940640000000002","80934","93327","101083","106129","109817","126775","139762"
"128","JPMorgan Chase Bank","0","Church Avenue Branch","488","1941-12-22","1992-06-20","891 Utica Avenue","Brooklyn","Kings","NY","11203","40.65128","-73.930279999999996","76595","77506","81188","85793","96325","102320","110297"
"129","JPMorgan Chase Bank","0","Bedford and Dekalb Branch","490","1950-10-16","1992-06-20","975 Bedford Avenue","Brooklyn","Kings","NY","11205","40.690730000000002","-73.955299999999994","41628","42412","53210","66539","78930","89326","100545"
"130","JPMorgan Chase Bank","0","Flatbush Branch","491","1812-01-01","1992-06-20","883 Flatbush Avenue","Brooklyn","Kings","NY","11226","40.650419999999997","-73.958640000000003","117655","127056","133409","153540","159055","171222","194198"
"131","JPMorgan Chase Bank","0","Fourth Ave and 51st Street Branch","492","1912-05-18","1992-06-20","5101 Fourth Avenue","Brooklyn","Kings","NY","11220","40.645769999999999","-74.013220000000004","77872","79086","72429","81459","99274","103731","101875"
"132","JPMorgan Chase Bank","0","Flatlands Branch","493","1926-09-01","1992-06-20","1987 Flatbush Avenue","Brooklyn","Kings","NY","11234","40.621290000000002","-73.93544","126379","114066","108546","108997","109926","123330","142094"
"133","JPMorgan Chase Bank","0","Newkirk Plaza Branch","494","1930-03-10","1992-06-20","1509 Foster Avenue","Brooklyn","Kings","NY","11230","40.634320000000002","-73.962689999999995","118751","123258","115551","148252","153831","164917","167768"
"134","JPMorgan Chase Bank","0","Kings Highway Branch","495","1930-09-22","1992-06-20","1663 East 17th Street","Brooklyn","Kings","NY","11229","40.609189999999998","-73.956429999999997","148665","149714","152949","176143","186245","202885","207354"
"135","JPMorgan Chase Bank","0","Mapleton Branch","496","1926-09-13","1992-06-20","6501 18th Avenue","Brooklyn","Kings","NY","11204","40.61909","-73.990139999999997","152468","151279","177265","196219","199708","215111","241783"
"136","JPMorgan Chase Bank","0","Ninth Street Branch","498","1902-12-29","1992-06-20","444 5th Avenue","Brooklyn","Kings","NY","11215","40.669849999999997","-73.980729999999994","143163","161085","189245","205912","235212","248736","281082"
"137","JPMorgan Chase Bank","0","Havemeyer and Broadway Branch","499","1922-04-28","1992-06-20","225 Havemeyer Street","Brooklyn","Kings","NY","11211","40.709090000000003","-73.959059999999994","182139","212658","247696","282110","323918","361398","396328"
"138","JPMorgan Chase Bank","0","Avenue H Branch","500","1962-10-01","1992-06-20","1599 Flatbush Avenue","Brooklyn","Kings","NY","11210","40.631270000000001","-73.945999999999998","100075","103583","109410","120122","118755","127984","174764"
"139","JPMorgan Chase Bank","0","Avenue U and East 17th St Branch","501","1900-01-01","1992-06-20","1722 Avenue U","Brooklyn","Kings","NY","11229","40.599110000000003","-73.953739999999996","257757","256109","269664","393884","410870","432799","480204"
"140","JPMorgan Chase Bank","0","Park Slope Branch","502","1928-12-10","1992-06-20","127 Seventh Avenue","Brooklyn","Kings","NY","11215","40.67313","-73.97627","237639","247785","278493","318071","336599","360810","426675"
"141","JPMorgan Chase Bank","0","Albee Square Branch","503","1950-10-16","1992-06-20","20 Flatbush Avenue","Brooklyn","Kings","NY","11217","40.688369999999999","-73.980670000000003","76183","80761","109879","114184","125820","136994","143496"
"142","JPMorgan Chase Bank","0","Sheepshead Bay Branch","504","1930-01-20","1992-06-20","2623 East 17th Street","Brooklyn","Kings","NY","11235","40.588009999999997","-73.952359999999999","169563","189151","207809","225472","253619","260294","319154"
"143","JPMorgan Chase Bank","0","Utica Avenue Branch","506","1925-11-02","1992-06-20","257 Utica Avenue","Brooklyn","Kings","NY","11213","40.669750000000001","-73.930959999999999","42737","43627","46388","45421","47631","49028","77637"
"144","JPMorgan Chase Bank","0","Flushing Avenue Branch","507","1927-04-04","1992-06-20","210 Flushing Avenue","Brooklyn","Kings","NY","11205","40.697699999999998","-73.967489999999998","42574","47263","47002","55036","71490","71364","77548"
"145","JPMorgan Chase Bank","0","Grand Street Branch","509","1902-01-01","1992-06-20","231 Grand Street","New York City","New York","NY","10013","40.718530000000001","-73.995130000000003","110712","127369","161513","197445","219289","245988","281266"
"146","JPMorgan Chase Bank","0","Broadway and 96th Street Branch","512","1900-01-01","1992-06-20","2551 Broadway, 96th Street","New York City","New York","NY","10025","40.794449999999998","-73.972059999999999","327054","336573","354604","385553","422699","441168","474228"
"147","JPMorgan Chase Bank","0","Delancey Street Branch","517","1915-03-19","1992-06-20","109 Delancey Street","New York City","New York","NY","10002","40.71855","-73.98854","85326","98701","110630","143089","156827","165411","241126"
"148","JPMorgan Chase Bank","0","New York Life Branch","520","1922-12-18","1992-06-20","386 Park Avenue South","New York City","New York","NY","10016","40.742919999999998","-73.984489999999994","656985","634703","719617","810799","828921","904748","1015342"
"149","JPMorgan Chase Bank","0","University Place Branch","522","1966-01-31","1992-06-20","32 University Place","New York City","New York","NY","10003","40.732030000000002","-73.994479999999996","309704","319792","319671","389547","380990","425712","505325"
"150","JPMorgan Chase Bank","0","Harlem Branch","525","1936-11-02","1992-06-20","322 West 125th Street","New York City","New York","NY","10027","40.810540000000003","-73.952169999999995","100240","94289","100148","116099","110693","112429","108995"
"151","JPMorgan Chase Bank","0","Broadway and 144th St Branch","526","1915-09-01","1992-06-20","3515 Broadway","New York City","New York","NY","10031","40.825809999999997","-73.95111","52810","54194","62007","62872","73002","77545","80515"
"152","JPMorgan Chase Bank","0","West 125th Street Branch","528","1812-01-01","1992-06-20","55 West 125th Street","New York City","New York","NY","10027","40.807279999999999","-73.944310000000002","49683","52944","76041","62727","62265","59547","62652"
"153","JPMorgan Chase Bank","0","Stuyvesant Town Branch","530","1937-06-30","1992-06-20","255-257 First Avenue","New York City","New York","NY","10003","40.73198","-73.982190000000003","174708","190866","206476","229780","256334","264379","294083"
"154","JPMorgan Chase Bank","0","Madison Avenue & 72nd Street Branch","541","1932-03-01","1992-06-20","35 East 72nd Street","New York City","New York","NY","10021","40.771619999999999","-73.965040000000002","526273","708192","723552","737114","746575","763661","815233"
"155","JPMorgan Chase Bank","0","Madison Ave Abd 48th St Branch","544","1960-04-11","1992-06-20","401 Madison Avenue","New York City","New York","NY","10017","40.755980000000001","-73.976860000000002","45099076","62630984","81960379","85177807","98322162","84569038","69044786"
"156","JPMorgan Chase Bank","0","Murray Hill Branch","547","1964-11-16","1992-06-20","450 Third Avenue","New York City","New York","NY","10016","40.743870000000001","-73.979550000000003","221419","313100","340458","336345","319832","349772","344585"
"157","JPMorgan Chase Bank","0","Astoria Broadway and 21st St Branch","549","1958-11-17","1992-06-20","21-21 Broadway","Astoria","Queens","NY","11106","0","0","134200","140345","147350","173815","195214","206064","225574"
"158","JPMorgan Chase Bank","0","Junction Boulevard Branch","550","1934-01-27","1992-06-20","37-29 Junction Boulevard","Corona","Queens","NY","11368","0","0","108729","108157","112103","126361","126652","139557","194880"
"159","JPMorgan Chase Bank","0","Glen Oaks Branch","555","1950-07-14","1992-06-20","256-21 Union Turnpike","Glen Oaks","Queens","NY","11004","40.745489999999997","-73.715069999999997","102893","110466","115407","128875","143291","161679","177306"
"160","JPMorgan Chase Bank","0","Holliswood Branch","556","1954-05-24","1992-06-20","205-19 Hillside Avenue","Hollis","Queens","NY","11423","40.720770000000002","-73.760140000000007","135263","135889","135370","143989","149796","167186","181550"
"161","JPMorgan Chase Bank","0","Jackson Heights Branch","557","1950-11-27","1992-06-20","37-15 82nd Street","Jackson Heights","Queens","NY","11372","0","0","178380","184497","192871","204153","207949","234181","233985"
"162","JPMorgan Chase Bank","0","Kew Gardens Branch","559","1950-02-24","1992-06-20","118-30 Queens Boulevard","Forest Hills","Queens","NY","11375","40.714750000000002","-73.832179999999994","116562","100347","108380","130912","140822","159394","170186"
"163","JPMorgan Chase Bank","0","Sunnyside North Branch","561","1946-11-01","1992-06-20","47-11 Queens Boulevard","Sunnyside","Queens","NY","11104","40.74315","-73.917079999999999","172783","168368","176517","189087","200097","208223","218572"
"164","JPMorgan Chase Bank","0","Ridgewood Branch","563","1921-08-31","1992-06-20","60-67 Myrtle Avenue","Ridgewood","Queens","NY","11385","40.700679999999998","-73.895880000000005","159586","161695","168912","193408","194767","210515","239461"
"165","JPMorgan Chase Bank","0","Woodside Branch","565","1942-02-09","1992-06-20","59-26 Woodside Avenue","Woodside","Queens","NY","11377","0","0","193998","196396","209352","236062","254944","275288","298628"
"166","JPMorgan Chase Bank","0","Scarsdale Central Park Branch","568","1967-01-09","1992-06-20","660 Central Park Avenue, #662","Scarsdale","Westchester","NY","10583","40.999879999999997","-73.815299999999993","124751","113163","125218","134956","136289","137138","203636"
"167","JPMorgan Chase Bank","0","Madison Square Garden Branch","573","1967-12-18","1992-06-20","2 Pennsylvania Plaza","New York City","New York","NY","10001","40.749589999999998","-73.991720000000001","427106","452762","471520","517352","602574","641415","649655"
"168","JPMorgan Chase Bank","0","Tysens Lane Branch","577","1969-12-29","1992-06-20","2754 Hylan Boulevard","Staten Island","Richmond","NY","10306","40.565370000000001","-74.114710000000002","183755","181199","185636","204447","207016","216286","221378"
"169","JPMorgan Chase Bank","0","Port Washington Branch","578","1970-04-11","1992-06-20","115 Main Street","Port Washington","Nassau","NY","11050","40.830419999999997","-73.690600000000003","500040","486629","509760","558310","526763","574068","593566"
"170","JPMorgan Chase Bank","0","Hunts Point Branch","586","1971-04-05","1992-06-20","1355 Oak Point Avenue","Bronx","Bronx","NY","10474","40.810679999999998","-73.883089999999996","29761","35522","35239","42160","47444","51894","48252"
"171","JPMorgan Chase Bank","0","Bedford Village Branch","589","1971-11-08","1992-06-20","420 Old Post Road","Bedford","Westchester","NY","10506","41.195569999999996","-73.655169999999998","118327","120537","124930","126630","137616","130932","240960"
"172","JPMorgan Chase Bank","0","North Broadway Branch","594","1972-06-19","1992-06-20","984 North Broadway","Yonkers","Westchester","NY","10701","40.969850000000001","-73.884349999999998","57326","59339","64696","70969","69778","72797","78674"
"173","JPMorgan Chase Bank","0","Valley Stream Branch","597","1973-05-21","1992-06-20","163 West Merrick Road","Valley Stream","Nassau","NY","11580","40.6663","-73.703410000000005","173666","172788","173725","176409","185545","185222","199698"
"174","JPMorgan Chase Bank","0","Croton Branch","598","1973-10-29","1992-06-20","2003 Albany Post Road","Croton-On-Hudson","Westchester","NY","10520","41.233289999999997","-73.913640000000001","92127","95431","101910","109289","110926","119140","131127"
"175","JPMorgan Chase Bank","0","Cypress Hills Branch","599","1974-03-04","1992-06-20","3380 Fulton Street","Brooklyn","Kings","NY","11208","40.68394","-73.870900000000006","50283","50349","52081","54496","58831","64096","69864"
"176","JPMorgan Chase Bank","0","Foster Avenue Branch","603","1975-01-13","1992-06-20","9601 Foster Avenue","Brooklyn","Kings","NY","11236","40.647799999999997","-73.906610000000001","108303","102971","110238","109174","117484","122619","137699"
"177","JPMorgan Chase Bank","0","Greenpoint Branch","608","1975-12-08","1992-06-20","798 Manhattan Avenue","Brooklyn","Kings","NY","11222","40.72777","-73.95299","202012","210655","231316","251185","288298","321036","365409"
"178","JPMorgan Chase Bank","0","Glendale Woodhaven Branch","609","1976-03-29","1992-06-20","71-04 Woodhaven Boulevard","Ridgewood","Queens","NY","11385","40.711649999999999","-73.859870000000001","98430","101797","101964","111534","129334","130971","143488"
"179","JPMorgan Chase Bank","0","Mount Sinai Branch","624","1974-12-26","1992-06-20","5499 Nesconset Highway","Mount Sinai","Suffolk","NY","11766","40.931890000000003","-73.033209999999997","182016","197038","198995","217827","212899","225913","230524"
"180","JPMorgan Chase Bank","0","Boston Post Rd and Weaver Branch","698","1975-09-19","1992-06-20","1350 Boston Post Road","Larchmont","Westchester","NY","10538","40.935029999999998","-73.74785","184207","181817","191224","193681","204713","220590","236461"
